
Nexts,Game,Status,Color,head,tail,Shape,head,tail
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(1),tail:Rg(2)
,,,Yellow(size =1),head:Sy(0),tail:Sy(0),Square(size =1),head:Sy(0),tail:Sy(0)
,,,Blue(size =1),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Sy(0)(0)(0)__Rb(1)(0)(0)__Rg(2)(0)(1)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(1),tail:Rg(2)
,,,Yellow(size =1),head:Sy(0),tail:Sy(0),Square(size =1),head:Sy(0),tail:Sy(0)
,,,Blue(size =1),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Sy(0)(0)(0)__Rg(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =2),head:Rg(1),tail:Rb(2)
,,,Yellow(size =1),head:Sy(0),tail:Sy(0),Square(size =1),head:Sy(0),tail:Sy(0)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Sy(0)(0)(0)__Rg(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =2),head:Rg(1),tail:Rb(2)
,,,Yellow(size =1),head:Sy(0),tail:Sy(0),Square(size =1),head:Sy(0),tail:Sy(0)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rg(0)(0)(0)__Sy(1)(0)(0)__Rb(2)(0)(1)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =2),head:Rg(0),tail:Rb(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(2),tail:Rb(2),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:Rb,M:Rb(0)(0)(0)__Sy(1)(0)(0)__Rg(2)(0)(1)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(2),tail:Rg(2),Rhombus(size =2),head:Rb(0),tail:Rg(2)
,,,Yellow(size =1),head:Sy(1),tail:Sy(1),Square(size =1),head:Sy(1),tail:Sy(1)
,,,Blue(size =1),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rg(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(1),tail:Rg(1),Rhombus(size =3),head:Rb(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rg(0)(0)(0)__Rb(1)(0)(1)__Sy(2)(0)(0)__Rb(3)(1)(2)__,Before shifting,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(0),tail:Rg(0),Rhombus(size =3),head:Rg(0),tail:Rb(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(1),tail:Rb(1),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,Before Evaluation,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

N:,M:Rb(0)(0)(0)__Rb(1)(1)(1)__Sy(2)(0)(0)__Rg(3)(0)(2)__,After Evaluation ,Red(size =0),head:none(-1),tail:none(-1),Cercle(size =0),head:none(-1),tail:none(-1)
,,,Green(size =1),head:Rg(3),tail:Rg(3),Rhombus(size =3),head:Rb(0),tail:Rg(3)
,,,Yellow(size =1),head:Sy(2),tail:Sy(2),Square(size =1),head:Sy(2),tail:Sy(2)
,,,Blue(size =2),head:Rb(0),tail:Rb(0),Triangle(size =0),head:none(-1),tail:none(-1)

